title,company,location,summary,salary,salary_class
Computational Biologist: Cancer Genomics–The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,Expertise in working with somatic data Expertise in working with next generation sequencing data Analysing structural variation in childhood cancer using long ,115015.56,0
Consulting - Deloitte Actuarial,Deloitte,Sydney NSW,We are a team of talented actuaries and data scientists who love to use our unique blend of technical and commercial expertise What will you get to do ,115015.56,0
Market Research Analyst,Laureate Education,Sydney Central Business District NSW,Prepare and present data based recommendations to improve sales performance Confidence in working collaboratively and presenting complex data to varied ,115015.56,0
Data Scientist - Geoscience,AngloGold Ashanti,Perth WA,Literacy in data management principles and quality control systems MSc or PhD degree in a relevant field with machine learning and data mining OR minimum of 4 ,115015.56,0
Senior Data Scientist,IT Alliance Australia,Canberra ACT,Knowledge of remote sensing principles and experience in working with remotely sensed data and image processing software including workflow development and ,115015.56,0
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application and to understand EMR data and coding ,115015.56,0
Research and Data Analyst,Chandler Macleod,Australia,Qualifications experience and skills in a data analytic role is essential including a demonstrated ability to interrogate information management systems ,115015.56,0
Senior Laboratory and Field Technician,Programmed,Australia,Work cooperatively in a multidisciplinary team of scientists technical and support staff undertaking field experiments and laboratory research ,115015.56,0
Sports Statistician (Data Collection),Genius Sports,Australia,Genius Sports Statisticians are responsible for attending Football events in Wagga Wagga Australia and reporting all the action directly from the venue using ,100000.0,0
Data Scientist,Macquarie Group,Australia,Mentoring junior data scientists including reviewing code and analysis approaches Sourcing and identifying relevant data sources cleaning and preparing data ,115015.56,0
Medical Data Scientist,Optimum Patient Care,Australia,Contribute to data analyses as required for research projects Undertake quality checks to assure high standards of data and code ,115015.56,0
Data Engineer,AbbVie,Sydney NSW,In this role you will be working primarily with data scientists and analysts across functional disciplines Strong understanding of distributed data processing ,115015.56,0
Amaris.AI SG - Senior Data Scientist (Natural Language Processing),TechSkills Accelerator,Australia,Experience working with text related databases datasets big data data mining or exacttransfer load of streaming data ,115015.56,0
"Global Investment Research,Equity Research,Consumer Sector, Analyst, Sydney",Goldman Sachs,Sydney NSW,Conducting statistical analysis of economic data fundamentals and relevant correlations of the data Analyzing market share macro trend and cross company ,115015.56,0
Cartrack - Data Scientist/Engineer (Driver Behaviour),TechSkills Accelerator,Australia,Develop differentiated capabilities in spatial and temporal data management e g Location Intelligence Mobile data analytics spatial data cleaning ,115015.56,0
Amaris.AI SG - Senior Data Scientist (Image Processing),TechSkills Accelerator,Australia,Your primary focus is to oversee activities of junior data scientists build products or deliver projects using cutting edge technology ,115015.56,0
Computational Biologist: Cancer Genomics–The Kinghorn Centre for Clinical Genomics,The Garvan Institute of Medical Research,Sydney NSW,Expertise in working with somatic data Expertise in working with next generation sequencing data Analysing structural variation in childhood cancer using long ,115015.56,0
Consulting - Deloitte Actuarial,Deloitte,Sydney NSW,We are a team of talented actuaries and data scientists who love to use our unique blend of technical and commercial expertise What will you get to do ,115015.56,0
Market Research Analyst,Laureate Education,Sydney Central Business District NSW,Prepare and present data based recommendations to improve sales performance Confidence in working collaboratively and presenting complex data to varied ,115015.56,0
Data Scientist - Geoscience,AngloGold Ashanti,Perth WA,Literacy in data management principles and quality control systems MSc or PhD degree in a relevant field with machine learning and data mining OR minimum of 4 ,115015.56,0
Senior Data Scientist,IT Alliance Australia,Canberra ACT,Knowledge of remote sensing principles and experience in working with remotely sensed data and image processing software including workflow development and ,115015.56,0
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application and to understand EMR data and coding ,115015.56,0
Research and Data Analyst,Chandler Macleod,Australia,Qualifications experience and skills in a data analytic role is essential including a demonstrated ability to interrogate information management systems ,115015.56,0
Principal Environmental Scientist,AECOM,Australia,Strong background in impact assessment and environmental approvals including data gap analysis technical studies document preparation and regulator ,115015.56,0
Sports Statistician (Data Collection),Genius Sports,Australia,Genius Sports Statisticians are responsible for attending Football events in Wagga Wagga Australia and reporting all the action directly from the venue using ,100000.0,0
Data Scientist,Macquarie Group,Australia,Mentoring junior data scientists including reviewing code and analysis approaches Sourcing and identifying relevant data sources cleaning and preparing data ,115015.56,0
Medical Scientist,Optimum Patient Care,Australia,To contribute to new and existing projects with respect to considering practical medical issues and clinical application and to understand EMR data and coding ,115015.56,0
